?cls	?def	?xrefs
<http://purl.obolibrary.org/obo/CHEBI_24835>	"A molecular entity that contains no carbon."	
<http://purl.obolibrary.org/obo/PATO_0002070>	"A molecular quality that arises from the molecular attraction exerted between two atoms or compounds."	
<http://edamontology.org/operation_3799>	"Counting and measuring experimentally determined observations into quantities."	
<http://purl.obolibrary.org/obo/ENVO_01001787>	"An ecosystem which has its functions and composition determined by a water body."	
<http://purl.obolibrary.org/obo/GO_0005216>	"Enables the facilitated diffusion of a monoatomic ion (by an energy-independent process) by passage through a transmembrane aqueous pore or channel without evidence for a carrier-mediated mechanism. May be either selective (it enables passage of a specific ion only) or non-selective (it enables passage of two or more ions of same charge but different size)."	
<http://edamontology.org/data_2978>	"Data concerning a biochemical reaction, typically data and more general annotation on the kinetics of enzyme-catalysed reaction."	
<http://purl.obolibrary.org/obo/OBI_0001876>	"A material entity comprised of cultured cells and the media in which they are being propagated or stored."@en	
<http://purl.obolibrary.org/obo/CHEBI_15358>		
<http://edamontology.org/data_0916>	"A report on predicted or actual gene structure, regions which make an RNA product and features such as promoters, coding regions, splice sites etc."	
<http://edamontology.org/data_1288>	"Sequence map of a whole genome."	
<http://purl.obolibrary.org/obo/FBbi_00000364>	"illumination in the form of a thin sheet of light directed perpendicular to the optic axis"	
<http://purl.obolibrary.org/obo/GO_0050693>	"Binding to a protein's ligand binding domain (LBD) domain, found in nuclear receptors. In general, the LBDs consist of three layers comprised of twelve alpha-helices and several beta-strands that are organized around a lipophilic ligand-binding pocket."	
<http://purl.obolibrary.org/obo/CMO_0001108>	"Any measurement which expresses a quantity related to the beginning, early stages or development of a disease, or to the official determination of a disease as the cause of the observed symptom(s)."	
<http://purl.obolibrary.org/obo/CHEBI_36347>	"A nucleus or any of its constituents in any of their energy states."	
<http://purl.obolibrary.org/obo/ENVO_00010483>	"A material entity which other material entities in an environmental system are primarily or partially composed of."@en	
<http://www.ebi.ac.uk/efo/EFO_0001355>		
<http://purl.obolibrary.org/obo/OBI_0000070>	"A planned process with the objective to produce information about the material entity that is the evaluant, by physically examining it or its proxies."	
<http://purl.obolibrary.org/obo/CHEBI_36915>		
<http://purl.obolibrary.org/obo/CL_0002321>	"A cell of the embryo."	
<http://purl.obolibrary.org/obo/GO_0051301>	"The process resulting in division and partitioning of components of a cell to form more cells; may or may not be accompanied by the physical separation of a cell into distinct, individually membrane-bounded daughter cells."	
<http://purl.obolibrary.org/obo/OBI_0000066>	"a planned process that consists of parts: planning, study design execution, documentation and which produce conclusion(s)."@en	
<http://purl.obolibrary.org/obo/CL_0000084>	"A type of lymphocyte whose defining characteristic is the expression of a T cell receptor complex."	
<http://purl.obolibrary.org/obo/IAO_0000311>	"A document that is the output of a publishing process."@en	
<http://edamontology.org/data_2851>	"3D coordinate and associated data for the (3D) structure of a drug."	
<http://purl.obolibrary.org/obo/CHEBI_33284>	"A nutrient is a food component that an organism uses to survive and grow."	
<http://purl.obolibrary.org/obo/UBERON_0004907>	"The region of the digestive tract extending from the beginning of the intestines to the anus[GO - gut definition]."	
<http://purl.obolibrary.org/obo/MI_0414>	"terms aiming to represent biochemical reactions referring to their resulting product modifications."	
<http://purl.obolibrary.org/obo/CL_0000842>	"A leukocyte with a single non-segmented nucleus in the mature form."	
<http://purl.obolibrary.org/obo/NCIT_C61256>	"The act of observing something (and sometimes keeping a record of it)."	
<http://purl.obolibrary.org/obo/OBI_0000181>	"a population is a collection of individuals from the same taxonomic class living, counted or sampled at a particular site or in a particular area"@en	
<http://purl.obolibrary.org/obo/MI_0093>	"Single amino acid identification along a protein sequence."	
<http://purl.obolibrary.org/obo/NCIT_C64862>	"A type of diffusion-weighted magnetic resonance imaging (DW-MRI) that maps the diffusion of water in three dimensions, the principal purpose of which is to image the white matter of the brain, specifically measuring the anisotropy, location, and orientation of the neural tracts, which can demonstrate microstructural changes or differences with neuropathology and treatment."	
<http://purl.obolibrary.org/obo/CL_0000404>	"A cell that initiates an electrical signal and passes that signal to another cell."	
<http://purl.obolibrary.org/obo/PR_000000001>	"An amino acid chain that is canonically produced de novo by ribosome-mediated translation of a genetically-encoded mRNA, and any derivatives thereof."	
<http://purl.obolibrary.org/obo/PO_0009005>	"A plant axis (PO:0025004) that lacks shoot axis nodes (PO:0005004) and usually grows indeterminately."	
<http://purl.obolibrary.org/obo/NCIT_C15959>	"In vitro experiments conducted with intact, living cells."	
<http://purl.obolibrary.org/obo/OGMS_0000093>	"A hypothesis about some future part of a disease course."@en	
<http://purl.obolibrary.org/obo/GO_0043229>	"Organized structure of distinctive morphology and function, occurring within the cell. Includes the nucleus, mitochondria, plastids, vacuoles, vesicles, ribosomes and the cytoskeleton. Excludes the plasma membrane."	
<http://purl.obolibrary.org/obo/SO_0001683>	"A sequence motif is a nucleotide or amino-acid sequence pattern that may have biological significance."	
<http://edamontology.org/topic_0157>	"The archival, processing and analysis of the basic character composition of molecular sequences, for example character or word frequency, ambiguity, complexity, particularly regions of low complexity, and repeats or the repetitive nature of molecular sequences."	
<http://purl.obolibrary.org/obo/DOID_409>		
<http://purl.obolibrary.org/obo/SO_0000737>	"DNA belonging to the genome of a mitochondria."	
<http://purl.obolibrary.org/obo/OBI_0001958>	"A study design for identifying in the literature prior studies of a pre-determined phenomenon or set of related phenomena according to certain criteria, extracting findings from these studies, and summarizing these findings and/or attempting to draw new conclusions from them which were not justified by any of the individual, prior studies. Many systematic reviews also assess the quality of the studies so reviewed."@en	
<http://purl.obolibrary.org/obo/DOID_557>	"A urinary system disease that is located_in the kidney."@en	
<http://purl.obolibrary.org/obo/CHEBI_33251>		
<http://purl.obolibrary.org/obo/UBERON_0001474>	"Skeletal element that is composed of bone tissue.[VSAO]"	
